benchmark,sample_id,case_type,actual_label,predicted_label,method,level_pct,mask_area_px,target_area_px,control_area_px,control_n_draws,n_components,largest_component_area_frac,n_junction_seeds,n_corner_seeds,geometry_fraction,narrow_gap_fraction,thin_line_fraction,boundary_proximity_mean,junction_recall,junction_density_per_kpx,corner_recall,corner_density_per_kpx,local_density_mean,control_geometry_fraction_mean,control_geometry_fraction_std,control_geometry_fraction_min,control_geometry_fraction_max,control_narrow_gap_fraction_mean,control_narrow_gap_fraction_std,control_narrow_gap_fraction_min,control_narrow_gap_fraction_max,control_thin_line_fraction_mean,control_thin_line_fraction_std,control_thin_line_fraction_min,control_thin_line_fraction_max,control_boundary_proximity_mean_mean,control_boundary_proximity_mean_std,control_boundary_proximity_mean_min,control_boundary_proximity_mean_max,control_junction_recall_mean,control_junction_recall_std,control_junction_recall_min,control_junction_recall_max,control_junction_density_per_kpx_mean,control_junction_density_per_kpx_std,control_junction_density_per_kpx_min,control_junction_density_per_kpx_max,control_corner_recall_mean,control_corner_recall_std,control_corner_recall_min,control_corner_recall_max,control_corner_density_per_kpx_mean,control_corner_density_per_kpx_std,control_corner_density_per_kpx_min,control_corner_density_per_kpx_max,control_local_density_mean_mean,control_local_density_mean_std,control_local_density_mean_min,control_local_density_mean_max
iccad3,NHSCAD31_7,TN,NHS,NHS,gradcam,20,10035,10035,10240,30,9,0.0344,0,48,0.1229,0.1666,0.0357,17.017,0.0,0.0,0.0849,5.282,0.1231,0.1346,0.0359,0.0602,0.2135,0.1786,0.0442,0.0718,0.2578,0.0355,0.0091,0.0164,0.0544,15.2814,3.4292,9.036,23.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2255,0.0645,0.0641,0.3269,13.7401,3.9309,3.906,19.922,0.1306,0.033,0.0611,0.1888
iccad3,NHSCAD31_7,TN,NHS,NHS,gradcam_plus,20,10035,10035,10240,30,9,0.0344,0,48,0.1229,0.1666,0.0357,17.017,0.0,0.0,0.0849,5.282,0.1231,0.1346,0.0359,0.0602,0.2135,0.1786,0.0442,0.0718,0.2578,0.0355,0.0091,0.0164,0.0544,15.2814,3.4292,9.036,23.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2255,0.0645,0.0641,0.3269,13.7401,3.9309,3.906,19.922,0.1306,0.033,0.0611,0.1888
iccad3,NHSCAD31_7,TN,NHS,NHS,layercam,20,10035,10035,10240,30,9,0.0344,0,48,0.349,0.3639,0.082,3.749,0.0,0.0,0.6106,37.967,0.2528,0.1346,0.0359,0.0602,0.2135,0.1786,0.0442,0.0718,0.2578,0.0355,0.0091,0.0164,0.0544,15.2814,3.4292,9.036,23.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2255,0.0645,0.0641,0.3269,13.7401,3.9309,3.906,19.922,0.1306,0.033,0.0611,0.1888
iccad3,NHSCAD31_7,TN,NHS,NHS,occlusion,20,10035,10035,10240,30,9,0.0344,0,48,0.3267,0.3036,0.073,5.747,0.0,0.0,0.1603,9.965,0.2811,0.1346,0.0359,0.0602,0.2135,0.1786,0.0442,0.0718,0.2578,0.0355,0.0091,0.0164,0.0544,15.2814,3.4292,9.036,23.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2255,0.0645,0.0641,0.3269,13.7401,3.9309,3.906,19.922,0.1306,0.033,0.0611,0.1888
iccad3,NHSCAD31_7,TN,NHS,NHS,gradcam,30,15053,15053,15360,30,9,0.0344,0,48,0.1248,0.1772,0.0372,16.363,0.0,0.0,0.2724,11.293,0.1215,0.1378,0.027,0.0805,0.1831,0.1825,0.0304,0.1177,0.2421,0.0361,0.0072,0.0212,0.0492,14.6189,2.4289,10.591,20.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2959,0.0769,0.1747,0.4487,12.0226,3.125,7.096,18.229,0.1362,0.0232,0.0861,0.1851
iccad3,NHSCAD31_7,TN,NHS,NHS,gradcam_plus,30,15053,15053,15360,30,9,0.0344,0,48,0.1248,0.1772,0.0372,16.363,0.0,0.0,0.2724,11.293,0.1215,0.1378,0.027,0.0805,0.1831,0.1825,0.0304,0.1177,0.2421,0.0361,0.0072,0.0212,0.0492,14.6189,2.4289,10.591,20.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2959,0.0769,0.1747,0.4487,12.0226,3.125,7.096,18.229,0.1362,0.0232,0.0861,0.1851
iccad3,NHSCAD31_7,TN,NHS,NHS,layercam,30,15053,15053,15360,30,9,0.0344,0,48,0.293,0.3225,0.0706,4.936,0.0,0.0,0.734,30.426,0.2291,0.1378,0.027,0.0805,0.1831,0.1825,0.0304,0.1177,0.2421,0.0361,0.0072,0.0212,0.0492,14.6189,2.4289,10.591,20.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2959,0.0769,0.1747,0.4487,12.0226,3.125,7.096,18.229,0.1362,0.0232,0.0861,0.1851
iccad3,NHSCAD31_7,TN,NHS,NHS,occlusion,30,15053,15053,15360,30,9,0.0344,0,48,0.2511,0.2724,0.0581,6.804,0.0,0.0,0.3221,13.353,0.2377,0.1378,0.027,0.0805,0.1831,0.1825,0.0304,0.1177,0.2421,0.0361,0.0072,0.0212,0.0492,14.6189,2.4289,10.591,20.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2959,0.0769,0.1747,0.4487,12.0226,3.125,7.096,18.229,0.1362,0.0232,0.0861,0.1851
iccad3,NNHSCAD35348_9,TN,NHS,NHS,gradcam,10,5018,5018,5120,30,2,0.0344,0,8,0.0789,0.1941,0.0175,32.669,0.0,0.0,0.0,0.0,0.0793,0.0769,0.0441,0.0063,0.1688,0.1914,0.0914,0.0549,0.4221,0.0165,0.0098,0.0033,0.0387,34.1107,10.4344,10.707,54.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186,0.0977,0.0,0.2692,2.4088,1.9843,0.0,5.469,0.0704,0.0391,0.0119,0.1553
iccad3,NNHSCAD35348_9,TN,NHS,NHS,gradcam_plus,10,5018,5018,5120,30,2,0.0344,0,8,0.2734,0.5124,0.0508,12.341,0.0,0.0,0.375,7.772,0.1983,0.0769,0.0441,0.0063,0.1688,0.1914,0.0914,0.0549,0.4221,0.0165,0.0098,0.0033,0.0387,34.1107,10.4344,10.707,54.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186,0.0977,0.0,0.2692,2.4088,1.9843,0.0,5.469,0.0704,0.0391,0.0119,0.1553
iccad3,NNHSCAD35348_9,TN,NHS,NHS,layercam,10,5018,5018,5120,30,2,0.0344,0,8,0.4283,0.451,0.0895,4.328,0.0,0.0,0.7404,15.345,0.219,0.0769,0.0441,0.0063,0.1688,0.1914,0.0914,0.0549,0.4221,0.0165,0.0098,0.0033,0.0387,34.1107,10.4344,10.707,54.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186,0.0977,0.0,0.2692,2.4088,1.9843,0.0,5.469,0.0704,0.0391,0.0119,0.1553
iccad3,NNHSCAD35348_9,TN,NHS,NHS,occlusion,10,5018,5018,5120,30,2,0.0344,0,8,0.3948,0.4872,0.0805,4.477,0.0,0.0,0.0,0.0,0.2487,0.0769,0.0441,0.0063,0.1688,0.1914,0.0914,0.0549,0.4221,0.0165,0.0098,0.0033,0.0387,34.1107,10.4344,10.707,54.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186,0.0977,0.0,0.2692,2.4088,1.9843,0.0,5.469,0.0704,0.0391,0.0119,0.1553
iccad3,NNHSCAD35348_9,TN,NHS,NHS,gradcam,20,10035,10035,10240,30,2,0.0344,0,8,0.0807,0.1963,0.0179,32.509,0.0,0.0,0.0,0.0,0.0804,0.0687,0.0188,0.025,0.1,0.1917,0.0494,0.0743,0.2673,0.0158,0.0049,0.0048,0.0256,31.633,6.2933,21.384,48.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962,0.1809,0.0,0.6154,1.9921,1.8373,0.0,6.25,0.0699,0.0178,0.0253,0.0987
iccad3,NNHSCAD35348_9,TN,NHS,NHS,gradcam_plus,20,10035,10035,10240,30,2,0.0344,0,8,0.1662,0.3395,0.0329,23.335,0.0,0.0,0.375,3.886,0.1326,0.0687,0.0188,0.025,0.1,0.1917,0.0494,0.0743,0.2673,0.0158,0.0049,0.0048,0.0256,31.633,6.2933,21.384,48.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962,0.1809,0.0,0.6154,1.9921,1.8373,0.0,6.25,0.0699,0.0178,0.0253,0.0987
iccad3,NNHSCAD35348_9,TN,NHS,NHS,layercam,20,10035,10035,10240,30,2,0.0344,0,8,0.2905,0.4344,0.0643,9.404,0.0,0.0,0.9135,9.467,0.1832,0.0687,0.0188,0.025,0.1,0.1917,0.0494,0.0743,0.2673,0.0158,0.0049,0.0048,0.0256,31.633,6.2933,21.384,48.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962,0.1809,0.0,0.6154,1.9921,1.8373,0.0,6.25,0.0699,0.0178,0.0253,0.0987
iccad3,NNHSCAD35348_9,TN,NHS,NHS,occlusion,20,10035,10035,10240,30,2,0.0344,0,8,0.2567,0.4684,0.0526,6.903,0.0,0.0,0.0,0.0,0.207,0.0687,0.0188,0.025,0.1,0.1917,0.0494,0.0743,0.2673,0.0158,0.0049,0.0048,0.0256,31.633,6.2933,21.384,48.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962,0.1809,0.0,0.6154,1.9921,1.8373,0.0,6.25,0.0699,0.0178,0.0253,0.0987
iccad3,NNHSCAD35348_9,TN,NHS,NHS,gradcam,30,15053,15053,15360,30,2,0.0344,0,8,0.0777,0.1982,0.0181,32.61,0.0,0.0,0.5,3.454,0.0752,0.0704,0.0197,0.0301,0.1311,0.1912,0.0477,0.1199,0.3158,0.0163,0.0049,0.0076,0.0299,32.8265,5.0986,22.795,41.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724,0.1933,0.0,0.75,1.8445,1.3086,0.0,5.078,0.0706,0.0174,0.0426,0.1209
iccad3,NNHSCAD35348_9,TN,NHS,NHS,gradcam_plus,30,15053,15053,15360,30,2,0.0344,0,8,0.13,0.2829,0.0266,27.176,0.0,0.0,0.6442,4.451,0.1085,0.0704,0.0197,0.0301,0.1311,0.1912,0.0477,0.1199,0.3158,0.0163,0.0049,0.0076,0.0299,32.8265,5.0986,22.795,41.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724,0.1933,0.0,0.75,1.8445,1.3086,0.0,5.078,0.0706,0.0174,0.0426,0.1209
iccad3,NNHSCAD35348_9,TN,NHS,NHS,layercam,30,15053,15053,15360,30,2,0.0344,0,8,0.2098,0.3899,0.0474,15.002,0.0,0.0,0.9904,6.842,0.1538,0.0704,0.0197,0.0301,0.1311,0.1912,0.0477,0.1199,0.3158,0.0163,0.0049,0.0076,0.0299,32.8265,5.0986,22.795,41.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724,0.1933,0.0,0.75,1.8445,1.3086,0.0,5.078,0.0706,0.0174,0.0426,0.1209
iccad3,NNHSCAD35348_9,TN,NHS,NHS,occlusion,30,15053,15053,15360,30,2,0.0344,0,8,0.2008,0.4689,0.0454,7.796,0.0,0.0,0.3942,2.724,0.1895,0.0704,0.0197,0.0301,0.1311,0.1912,0.0477,0.1199,0.3158,0.0163,0.0049,0.0076,0.0299,32.8265,5.0986,22.795,41.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724,0.1933,0.0,0.75,1.8445,1.3086,0.0,5.078,0.0706,0.0174,0.0426,0.1209
iccad3,NNHSCAD35348_8,TN,NHS,NHS,gradcam,10,5018,5018,5120,30,3,0.0369,4,16,0.1198,0.1987,0.0289,17.039,0.0417,0.199,0.1202,4.982,0.1227,0.1216,0.0391,0.0375,0.1875,0.2094,0.06,0.0535,0.3268,0.0285,0.009,0.0063,0.0445,16.1623,5.1363,8.544,28.344,0.1333,0.3399,0.0,1.0,0.6251,1.5936,0.0,4.688,0.1229,0.1,0.0,0.3173,4.9934,4.0641,0.0,12.891,0.118,0.0333,0.0476,0.1762
iccad3,NNHSCAD35348_8,TN,NHS,NHS,gradcam_plus,10,5018,5018,5120,30,3,0.0369,4,16,0.5568,0.4432,0.1004,1.904,1.0,4.783,0.2356,9.765,0.2668,0.1216,0.0391,0.0375,0.1875,0.2094,0.06,0.0535,0.3268,0.0285,0.009,0.0063,0.0445,16.1623,5.1363,8.544,28.344,0.1333,0.3399,0.0,1.0,0.6251,1.5936,0.0,4.688,0.1229,0.1,0.0,0.3173,4.9934,4.0641,0.0,12.891,0.118,0.0333,0.0476,0.1762
iccad3,NNHSCAD35348_8,TN,NHS,NHS,layercam,10,5018,5018,5120,30,3,0.0369,4,16,0.4771,0.39,0.0967,3.156,0.125,0.598,0.2548,10.562,0.2388,0.1216,0.0391,0.0375,0.1875,0.2094,0.06,0.0535,0.3268,0.0285,0.009,0.0063,0.0445,16.1623,5.1363,8.544,28.344,0.1333,0.3399,0.0,1.0,0.6251,1.5936,0.0,4.688,0.1229,0.1,0.0,0.3173,4.9934,4.0641,0.0,12.891,0.118,0.0333,0.0476,0.1762
iccad3,NNHSCAD35348_8,TN,NHS,NHS,occlusion,10,5018,5018,5120,30,3,0.0369,4,16,0.2449,0.4388,0.0626,4.548,0.0,0.0,0.0,0.0,0.2438,0.1216,0.0391,0.0375,0.1875,0.2094,0.06,0.0535,0.3268,0.0285,0.009,0.0063,0.0445,16.1623,5.1363,8.544,28.344,0.1333,0.3399,0.0,1.0,0.6251,1.5936,0.0,4.688,0.1229,0.1,0.0,0.3173,4.9934,4.0641,0.0,12.891,0.118,0.0333,0.0476,0.1762
iccad3,NNHSCAD35348_8,TN,NHS,NHS,gradcam,20,10035,10035,10240,30,3,0.0369,4,16,0.1177,0.1949,0.0278,17.361,0.0417,0.1,0.1202,2.491,0.1209,0.1001,0.0302,0.0156,0.1465,0.1754,0.049,0.0408,0.2525,0.0234,0.0073,0.0039,0.0337,18.4972,3.3646,11.742,28.398,0.1667,0.3727,0.0,1.0,0.3907,0.8736,0.0,2.344,0.2133,0.1623,0.0,0.625,4.3327,3.2976,0.0,12.695,0.0994,0.0269,0.0222,0.1376
iccad3,NNHSCAD35348_8,TN,NHS,NHS,gradcam_plus,20,10035,10035,10240,30,3,0.0369,4,16,0.4605,0.4842,0.1053,2.43,1.0,2.392,0.3942,8.171,0.2677,0.1001,0.0302,0.0156,0.1465,0.1754,0.049,0.0408,0.2525,0.0234,0.0073,0.0039,0.0337,18.4972,3.3646,11.742,28.398,0.1667,0.3727,0.0,1.0,0.3907,0.8736,0.0,2.344,0.2133,0.1623,0.0,0.625,4.3327,3.2976,0.0,12.695,0.0994,0.0269,0.0222,0.1376
iccad3,NNHSCAD35348_8,TN,NHS,NHS,layercam,20,10035,10035,10240,30,3,0.0369,4,16,0.3544,0.393,0.0773,4.793,0.5833,1.395,0.5481,11.36,0.2184,0.1001,0.0302,0.0156,0.1465,0.1754,0.049,0.0408,0.2525,0.0234,0.0073,0.0039,0.0337,18.4972,3.3646,11.742,28.398,0.1667,0.3727,0.0,1.0,0.3907,0.8736,0.0,2.344,0.2133,0.1623,0.0,0.625,4.3327,3.2976,0.0,12.695,0.0994,0.0269,0.0222,0.1376
iccad3,NNHSCAD35348_8,TN,NHS,NHS,occlusion,20,10035,10035,10240,30,3,0.0369,4,16,0.2614,0.4131,0.0628,5.113,0.0,0.0,0.101,2.093,0.2381,0.1001,0.0302,0.0156,0.1465,0.1754,0.049,0.0408,0.2525,0.0234,0.0073,0.0039,0.0337,18.4972,3.3646,11.742,28.398,0.1667,0.3727,0.0,1.0,0.3907,0.8736,0.0,2.344,0.2133,0.1623,0.0,0.625,4.3327,3.2976,0.0,12.695,0.0994,0.0269,0.0222,0.1376
iccad3,NNHSCAD35348_8,TN,NHS,NHS,gradcam,30,15053,15053,15360,30,3,0.0369,4,16,0.1134,0.1954,0.0278,17.614,0.0417,0.066,0.4952,6.842,0.1119,0.0932,0.0262,0.0364,0.1404,0.1683,0.0398,0.0852,0.2295,0.0224,0.0061,0.01,0.0325,18.6945,3.0926,14.008,28.094,0.2333,0.423,0.0,1.0,0.3645,0.6607,0.0,1.562,0.2817,0.1358,0.1202,0.625,3.8151,1.8386,1.628,8.464,0.0951,0.0231,0.0426,0.1372
iccad3,NNHSCAD35348_8,TN,NHS,NHS,gradcam_plus,30,15053,15053,15360,30,3,0.0369,4,16,0.3233,0.4064,0.0752,7.177,1.0,1.594,0.5288,7.308,0.2189,0.0932,0.0262,0.0364,0.1404,0.1683,0.0398,0.0852,0.2295,0.0224,0.0061,0.01,0.0325,18.6945,3.0926,14.008,28.094,0.2333,0.423,0.0,1.0,0.3645,0.6607,0.0,1.562,0.2817,0.1358,0.1202,0.625,3.8151,1.8386,1.628,8.464,0.0951,0.0231,0.0426,0.1372
iccad3,NNHSCAD35348_8,TN,NHS,NHS,layercam,30,15053,15053,15360,30,3,0.0369,4,16,0.2793,0.3627,0.0632,6.851,0.9583,1.528,0.7692,10.629,0.1958,0.0932,0.0262,0.0364,0.1404,0.1683,0.0398,0.0852,0.2295,0.0224,0.0061,0.01,0.0325,18.6945,3.0926,14.008,28.094,0.2333,0.423,0.0,1.0,0.3645,0.6607,0.0,1.562,0.2817,0.1358,0.1202,0.625,3.8151,1.8386,1.628,8.464,0.0951,0.0231,0.0426,0.1372
iccad3,NNHSCAD35348_8,TN,NHS,NHS,occlusion,30,15053,15053,15360,30,3,0.0369,4,16,0.2057,0.3261,0.0484,7.893,0.0,0.0,0.149,2.059,0.1937,0.0932,0.0262,0.0364,0.1404,0.1683,0.0398,0.0852,0.2295,0.0224,0.0061,0.01,0.0325,18.6945,3.0926,14.008,28.094,0.2333,0.423,0.0,1.0,0.3645,0.6607,0.0,1.562,0.2817,0.1358,0.1202,0.625,3.8151,1.8386,1.628,8.464,0.0951,0.0231,0.0426,0.1372
iccad3,NNHSCAD33591_8,FP,NHS,HS,gradcam,10,5018,5018,5120,30,13,0.0466,0,50,0.5996,0.1933,0.1094,1.772,0.0,0.0,0.0015,0.199,0.5172,0.3451,0.055,0.265,0.45,0.1673,0.0244,0.1273,0.2203,0.0792,0.014,0.0555,0.109,4.6251,1.2004,2.085,7.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.0579,0.0,0.2338,14.0235,7.3456,0.0,29.688,0.3449,0.0581,0.2457,0.4579
iccad3,NNHSCAD33591_8,FP,NHS,HS,gradcam_plus,10,5018,5018,5120,30,13,0.0466,0,50,0.6028,0.1501,0.0574,4.067,0.0,0.0,0.0646,8.37,0.4695,0.3451,0.055,0.265,0.45,0.1673,0.0244,0.1273,0.2203,0.0792,0.014,0.0555,0.109,4.6251,1.2004,2.085,7.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.0579,0.0,0.2338,14.0235,7.3456,0.0,29.688,0.3449,0.0581,0.2457,0.4579
iccad3,NNHSCAD33591_8,FP,NHS,HS,layercam,10,5018,5018,5120,30,13,0.0466,0,50,0.5151,0.234,0.1196,1.64,0.0,0.0,0.0508,6.576,0.4957,0.3451,0.055,0.265,0.45,0.1673,0.0244,0.1273,0.2203,0.0792,0.014,0.0555,0.109,4.6251,1.2004,2.085,7.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.0579,0.0,0.2338,14.0235,7.3456,0.0,29.688,0.3449,0.0581,0.2457,0.4579
iccad3,NNHSCAD33591_8,FP,NHS,HS,occlusion,10,5018,5018,5120,30,13,0.0466,0,50,0.4839,0.2517,0.1244,1.584,0.0,0.0,0.0,0.0,0.5017,0.3451,0.055,0.265,0.45,0.1673,0.0244,0.1273,0.2203,0.0792,0.014,0.0555,0.109,4.6251,1.2004,2.085,7.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.0579,0.0,0.2338,14.0235,7.3456,0.0,29.688,0.3449,0.0581,0.2457,0.4579
iccad3,NNHSCAD33591_8,FP,NHS,HS,gradcam,20,10035,10035,10240,30,13,0.0466,0,50,0.4799,0.235,0.1109,1.683,0.0,0.0,0.0846,5.481,0.5016,0.3501,0.0358,0.2771,0.4129,0.1724,0.0153,0.142,0.2031,0.0826,0.0084,0.0684,0.0992,4.6121,0.8062,2.922,6.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1876,0.1078,0.0,0.3677,11.9076,6.8435,0.0,23.34,0.3497,0.0367,0.2635,0.4231
iccad3,NNHSCAD33591_8,FP,NHS,HS,gradcam_plus,20,10035,10035,10240,30,13,0.0466,0,50,0.4721,0.1774,0.0913,3.69,0.0,0.0,0.1938,12.556,0.4361,0.3501,0.0358,0.2771,0.4129,0.1724,0.0153,0.142,0.2031,0.0826,0.0084,0.0684,0.0992,4.6121,0.8062,2.922,6.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1876,0.1078,0.0,0.3677,11.9076,6.8435,0.0,23.34,0.3497,0.0367,0.2635,0.4231
iccad3,NNHSCAD33591_8,FP,NHS,HS,layercam,20,10035,10035,10240,30,13,0.0466,0,50,0.4941,0.2201,0.1083,1.836,0.0,0.0,0.1569,10.164,0.4784,0.3501,0.0358,0.2771,0.4129,0.1724,0.0153,0.142,0.2031,0.0826,0.0084,0.0684,0.0992,4.6121,0.8062,2.922,6.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1876,0.1078,0.0,0.3677,11.9076,6.8435,0.0,23.34,0.3497,0.0367,0.2635,0.4231
iccad3,NNHSCAD33591_8,FP,NHS,HS,occlusion,20,10035,10035,10240,30,13,0.0466,0,50,0.4358,0.2309,0.1082,2.244,0.0,0.0,0.1538,9.965,0.4632,0.3501,0.0358,0.2771,0.4129,0.1724,0.0153,0.142,0.2031,0.0826,0.0084,0.0684,0.0992,4.6121,0.8062,2.922,6.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1876,0.1078,0.0,0.3677,11.9076,6.8435,0.0,23.34,0.3497,0.0367,0.2635,0.4231
iccad3,NNHSCAD33591_8,FP,NHS,HS,gradcam,30,15053,15053,15360,30,13,0.0466,0,50,0.4856,0.2305,0.1109,1.681,0.0,0.0,0.1554,6.71,0.4869,0.3398,0.0384,0.2743,0.4343,0.1663,0.0165,0.1339,0.2061,0.0785,0.0093,0.065,0.1038,4.8322,0.86,2.875,6.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3366,0.1347,0.0646,0.6154,14.2426,5.7011,2.734,26.042,0.3401,0.0384,0.284,0.4259
iccad3,NNHSCAD33591_8,FP,NHS,HS,gradcam_plus,30,15053,15053,15360,30,13,0.0466,0,50,0.4119,0.2253,0.0972,3.469,0.0,0.0,0.38,16.409,0.3999,0.3398,0.0384,0.2743,0.4343,0.1663,0.0165,0.1339,0.2061,0.0785,0.0093,0.065,0.1038,4.8322,0.86,2.875,6.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3366,0.1347,0.0646,0.6154,14.2426,5.7011,2.734,26.042,0.3401,0.0384,0.284,0.4259
iccad3,NNHSCAD33591_8,FP,NHS,HS,layercam,30,15053,15053,15360,30,13,0.0466,0,50,0.4863,0.2154,0.1054,2.047,0.0,0.0,0.32,13.818,0.4584,0.3398,0.0384,0.2743,0.4343,0.1663,0.0165,0.1339,0.2061,0.0785,0.0093,0.065,0.1038,4.8322,0.86,2.875,6.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3366,0.1347,0.0646,0.6154,14.2426,5.7011,2.734,26.042,0.3401,0.0384,0.284,0.4259
iccad3,NNHSCAD33591_8,FP,NHS,HS,occlusion,30,15053,15053,15360,30,13,0.0466,0,50,0.3998,0.2132,0.0976,2.925,0.0,0.0,0.2662,11.493,0.4254,0.3398,0.0384,0.2743,0.4343,0.1663,0.0165,0.1339,0.2061,0.0785,0.0093,0.065,0.1038,4.8322,0.86,2.875,6.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3366,0.1347,0.0646,0.6154,14.2426,5.7011,2.734,26.042,0.3401,0.0384,0.284,0.4259
iccad3,NHSCAD31051_2,FP,NHS,HS,gradcam,10,5018,5018,5120,30,12,0.0369,8,55,0.5634,0.2106,0.109,1.951,0.5,4.783,0.2531,36.07,0.4449,0.2726,0.0824,0.1385,0.4861,0.1406,0.0337,0.0656,0.2131,0.0666,0.0186,0.0322,0.1135,6.0674,1.9381,2.223,9.646,0.1167,0.2115,0.0,0.5,1.0939,1.9828,0.0,4.688,0.0992,0.0631,0.0,0.2503,13.8476,8.8176,0.0,34.961,0.2812,0.063,0.1765,0.4308
iccad3,NHSCAD31051_2,FP,NHS,HS,gradcam_plus,10,5018,5018,5120,30,12,0.0369,8,55,0.5319,0.2503,0.1084,1.699,0.2917,2.79,0.0476,6.776,0.4832,0.2726,0.0824,0.1385,0.4861,0.1406,0.0337,0.0656,0.2131,0.0666,0.0186,0.0322,0.1135,6.0674,1.9381,2.223,9.646,0.1167,0.2115,0.0,0.5,1.0939,1.9828,0.0,4.688,0.0992,0.0631,0.0,0.2503,13.8476,8.8176,0.0,34.961,0.2812,0.063,0.1765,0.4308
iccad3,NHSCAD31051_2,FP,NHS,HS,layercam,10,5018,5018,5120,30,12,0.0369,8,55,0.4785,0.2083,0.1086,2.045,0.4792,4.583,0.1664,23.715,0.4405,0.2726,0.0824,0.1385,0.4861,0.1406,0.0337,0.0656,0.2131,0.0666,0.0186,0.0322,0.1135,6.0674,1.9381,2.223,9.646,0.1167,0.2115,0.0,0.5,1.0939,1.9828,0.0,4.688,0.0992,0.0631,0.0,0.2503,13.8476,8.8176,0.0,34.961,0.2812,0.063,0.1765,0.4308
iccad3,NHSCAD31051_2,FP,NHS,HS,occlusion,10,5018,5018,5120,30,12,0.0369,8,55,0.4791,0.2228,0.1112,2.133,0.5,4.783,0.1762,25.11,0.4359,0.2726,0.0824,0.1385,0.4861,0.1406,0.0337,0.0656,0.2131,0.0666,0.0186,0.0322,0.1135,6.0674,1.9381,2.223,9.646,0.1167,0.2115,0.0,0.5,1.0939,1.9828,0.0,4.688,0.0992,0.0631,0.0,0.2503,13.8476,8.8176,0.0,34.961,0.2812,0.063,0.1765,0.4308
iccad3,NHSCAD31051_2,FP,NHS,HS,gradcam,20,10035,10035,10240,30,12,0.0369,8,55,0.445,0.2225,0.1082,1.983,0.5,2.392,0.4294,30.593,0.4338,0.2928,0.0534,0.1835,0.4073,0.1476,0.0152,0.119,0.1911,0.0713,0.0118,0.0471,0.0961,5.5018,1.1952,3.097,7.533,0.2167,0.3337,0.0,1.0,1.0157,1.5646,0.0,4.688,0.1896,0.0806,0.0308,0.3846,13.2357,5.6289,2.148,26.855,0.2934,0.0343,0.2202,0.3706
iccad3,NHSCAD31051_2,FP,NHS,HS,gradcam_plus,20,10035,10035,10240,30,12,0.0369,8,55,0.4924,0.2142,0.106,1.798,0.5,2.392,0.1455,10.364,0.4698,0.2928,0.0534,0.1835,0.4073,0.1476,0.0152,0.119,0.1911,0.0713,0.0118,0.0471,0.0961,5.5018,1.1952,3.097,7.533,0.2167,0.3337,0.0,1.0,1.0157,1.5646,0.0,4.688,0.1896,0.0806,0.0308,0.3846,13.2357,5.6289,2.148,26.855,0.2934,0.0343,0.2202,0.3706
