benchmark,sample_id,case_type,actual_label,predicted_label,method,level_pct,is_degenerate_map,mask_area_px,target_area_px,control_area_px,control_n_draws,n_components,largest_component_area_frac,n_junction_seeds,n_corner_seeds,geometry_fraction,narrow_gap_fraction,thin_line_fraction,boundary_proximity_mean,junction_recall,junction_density_per_kpx,corner_recall,corner_density_per_kpx,local_density_mean,control_geometry_fraction_mean,control_geometry_fraction_std,control_geometry_fraction_min,control_geometry_fraction_max,control_narrow_gap_fraction_mean,control_narrow_gap_fraction_std,control_narrow_gap_fraction_min,control_narrow_gap_fraction_max,control_thin_line_fraction_mean,control_thin_line_fraction_std,control_thin_line_fraction_min,control_thin_line_fraction_max,control_boundary_proximity_mean_mean,control_boundary_proximity_mean_std,control_boundary_proximity_mean_min,control_boundary_proximity_mean_max,control_junction_recall_mean,control_junction_recall_std,control_junction_recall_min,control_junction_recall_max,control_junction_density_per_kpx_mean,control_junction_density_per_kpx_std,control_junction_density_per_kpx_min,control_junction_density_per_kpx_max,control_corner_recall_mean,control_corner_recall_std,control_corner_recall_min,control_corner_recall_max,control_corner_density_per_kpx_mean,control_corner_density_per_kpx_std,control_corner_density_per_kpx_min,control_corner_density_per_kpx_max,control_local_density_mean_mean,control_local_density_mean_std,control_local_density_mean_min,control_local_density_mean_max
iccad5,NHSCAD59_2,FP,NHS,HS,layercam,10,False,5018,5018,5120,30,12,0.0344,0,46,0.5207,0.2268,0.1212,1.721,0.0,0.0,0.1037,12.356,0.4825,0.3384,0.0767,0.2119,0.4875,0.1719,0.0238,0.1256,0.2125,0.0832,0.0175,0.0521,0.1174,5.0039,1.8418,2.213,8.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1223,0.081,0.0,0.3696,14.2837,9.4629,0.0,43.164,0.3387,0.059,0.2276,0.4629
iccad5,NHSCAD59_2,FP,NHS,HS,occlusion,10,False,5018,5018,5120,30,12,0.0344,0,46,0.5116,0.236,0.1212,2.038,0.0,0.0,0.2324,27.7,0.4378,0.3384,0.0767,0.2119,0.4875,0.1719,0.0238,0.1256,0.2125,0.0832,0.0175,0.0521,0.1174,5.0039,1.8418,2.213,8.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1223,0.081,0.0,0.3696,14.2837,9.4629,0.0,43.164,0.3387,0.059,0.2276,0.4629
iccad5,NHSCAD59_2,FP,NHS,HS,gradcam,20,False,10035,10035,10240,30,12,0.0344,0,46,0.3257,0.2695,0.0961,1.734,0.0,0.0,0.5,29.796,0.4512,0.3347,0.0573,0.1724,0.4414,0.1696,0.0188,0.117,0.2055,0.0823,0.0124,0.0469,0.105,4.896,1.3551,2.696,9.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.1001,0.087,0.4482,14.7169,5.8469,5.078,26.172,0.3365,0.0478,0.1966,0.4284
iccad5,NHSCAD59_2,FP,NHS,HS,gradcam_plus,20,False,10035,10035,10240,30,12,0.0344,0,46,0.2598,0.1737,0.0764,3.929,0.0,0.0,0.8445,50.324,0.2848,0.3347,0.0573,0.1724,0.4414,0.1696,0.0188,0.117,0.2055,0.0823,0.0124,0.0469,0.105,4.896,1.3551,2.696,9.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.1001,0.087,0.4482,14.7169,5.8469,5.078,26.172,0.3365,0.0478,0.1966,0.4284
iccad5,NHSCAD59_2,FP,NHS,HS,layercam,20,False,10035,10035,10240,30,12,0.0344,0,46,0.5035,0.2253,0.114,1.855,0.0,0.0,0.2876,17.14,0.4641,0.3347,0.0573,0.1724,0.4414,0.1696,0.0188,0.117,0.2055,0.0823,0.0124,0.0469,0.105,4.896,1.3551,2.696,9.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.1001,0.087,0.4482,14.7169,5.8469,5.078,26.172,0.3365,0.0478,0.1966,0.4284
iccad5,NHSCAD59_2,FP,NHS,HS,occlusion,20,False,10035,10035,10240,30,12,0.0344,0,46,0.4469,0.2059,0.1051,2.746,0.0,0.0,0.3127,18.635,0.4103,0.3347,0.0573,0.1724,0.4414,0.1696,0.0188,0.117,0.2055,0.0823,0.0124,0.0469,0.105,4.896,1.3551,2.696,9.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.1001,0.087,0.4482,14.7169,5.8469,5.078,26.172,0.3365,0.0478,0.1966,0.4284
iccad5,NHSCAD59_2,FP,NHS,HS,gradcam,30,False,15053,15053,15360,30,12,0.0344,0,46,0.4213,0.2605,0.1223,1.683,0.0,0.0,0.6722,26.706,0.4513,0.356,0.0316,0.2749,0.4124,0.1727,0.0085,0.1533,0.1855,0.0859,0.0071,0.068,0.0984,4.6947,0.7298,3.344,6.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0874,0.1689,0.5067,11.9532,3.4019,6.576,19.727,0.3532,0.0224,0.2999,0.3926
iccad5,NHSCAD59_2,FP,NHS,HS,gradcam_plus,30,False,15053,15053,15360,30,12,0.0344,0,46,0.2987,0.1534,0.0739,4.047,0.0,0.0,0.9147,36.338,0.3068,0.356,0.0316,0.2749,0.4124,0.1727,0.0085,0.1533,0.1855,0.0859,0.0071,0.068,0.0984,4.6947,0.7298,3.344,6.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0874,0.1689,0.5067,11.9532,3.4019,6.576,19.727,0.3532,0.0224,0.2999,0.3926
iccad5,NHSCAD59_2,FP,NHS,HS,layercam,30,False,15053,15053,15360,30,12,0.0344,0,46,0.477,0.2098,0.1068,2.113,0.0,0.0,0.4331,17.206,0.4426,0.356,0.0316,0.2749,0.4124,0.1727,0.0085,0.1533,0.1855,0.0859,0.0071,0.068,0.0984,4.6947,0.7298,3.344,6.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0874,0.1689,0.5067,11.9532,3.4019,6.576,19.727,0.3532,0.0224,0.2999,0.3926
iccad5,NHSCAD59_2,FP,NHS,HS,occlusion,30,False,15053,15053,15360,30,12,0.0344,0,46,0.4326,0.1959,0.1028,2.834,0.0,0.0,0.4114,16.342,0.4094,0.356,0.0316,0.2749,0.4124,0.1727,0.0085,0.1533,0.1855,0.0859,0.0071,0.068,0.0984,4.6947,0.7298,3.344,6.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0874,0.1689,0.5067,11.9532,3.4019,6.576,19.727,0.3532,0.0224,0.2999,0.3926
iccad5,HSCAD516,FN,HS,NHS,gradcam,10,False,5018,5018,5120,30,6,0.0306,3,26,0.0496,0.1168,0.0139,21.136,0.0,0.0,0.0769,5.181,0.0517,0.0866,0.0488,0.0,0.2162,0.1728,0.0849,0.0008,0.3631,0.0223,0.0122,0.0,0.0543,19.3423,7.5575,7.524,37.916,0.0667,0.2494,0.0,1.0,0.2735,1.0232,0.0,4.102,0.0963,0.0766,0.0,0.2485,6.3606,5.0584,0.0,16.406,0.0888,0.0386,0.0064,0.1855
iccad5,HSCAD516,FN,HS,NHS,gradcam_plus,10,False,5018,5018,5120,30,6,0.0306,3,26,0.5022,0.3491,0.0873,3.381,1.0,4.185,0.6272,42.248,0.2421,0.0866,0.0488,0.0,0.2162,0.1728,0.0849,0.0008,0.3631,0.0223,0.0122,0.0,0.0543,19.3423,7.5575,7.524,37.916,0.0667,0.2494,0.0,1.0,0.2735,1.0232,0.0,4.102,0.0963,0.0766,0.0,0.2485,6.3606,5.0584,0.0,16.406,0.0888,0.0386,0.0064,0.1855
iccad5,HSCAD516,FN,HS,NHS,layercam,10,False,5018,5018,5120,30,6,0.0306,3,26,0.3149,0.3551,0.063,5.515,1.0,4.185,0.432,29.095,0.1922,0.0866,0.0488,0.0,0.2162,0.1728,0.0849,0.0008,0.3631,0.0223,0.0122,0.0,0.0543,19.3423,7.5575,7.524,37.916,0.0667,0.2494,0.0,1.0,0.2735,1.0232,0.0,4.102,0.0963,0.0766,0.0,0.2485,6.3606,5.0584,0.0,16.406,0.0888,0.0386,0.0064,0.1855
iccad5,HSCAD516,FN,HS,NHS,occlusion,10,False,5018,5018,5120,30,6,0.0306,3,26,0.2435,0.3262,0.0602,7.053,0.0,0.0,0.0266,1.794,0.1886,0.0866,0.0488,0.0,0.2162,0.1728,0.0849,0.0008,0.3631,0.0223,0.0122,0.0,0.0543,19.3423,7.5575,7.524,37.916,0.0667,0.2494,0.0,1.0,0.2735,1.0232,0.0,4.102,0.0963,0.0766,0.0,0.2485,6.3606,5.0584,0.0,16.406,0.0888,0.0386,0.0064,0.1855
iccad5,HSCAD516,FN,HS,NHS,gradcam,20,False,10035,10035,10240,30,6,0.0306,3,26,0.069,0.1378,0.0182,18.939,0.0,0.0,0.216,7.275,0.0632,0.1012,0.0341,0.025,0.1529,0.1845,0.0473,0.0672,0.2913,0.0258,0.0083,0.0063,0.0392,18.9176,3.1849,12.656,26.948,0.2333,0.423,0.0,1.0,0.4786,0.8675,0.0,2.051,0.2045,0.0902,0.0,0.3462,6.7514,2.9777,0.0,11.426,0.0992,0.0266,0.0407,0.152
iccad5,HSCAD516,FN,HS,NHS,gradcam_plus,20,False,10035,10035,10240,30,6,0.0306,3,26,0.4186,0.4212,0.0881,3.44,1.0,2.093,0.9201,30.992,0.2393,0.1012,0.0341,0.025,0.1529,0.1845,0.0473,0.0672,0.2913,0.0258,0.0083,0.0063,0.0392,18.9176,3.1849,12.656,26.948,0.2333,0.423,0.0,1.0,0.4786,0.8675,0.0,2.051,0.2045,0.0902,0.0,0.3462,6.7514,2.9777,0.0,11.426,0.0992,0.0266,0.0407,0.152
iccad5,HSCAD516,FN,HS,NHS,layercam,20,False,10035,10035,10240,30,6,0.0306,3,26,0.2573,0.3338,0.0607,6.822,1.0,2.093,0.7899,26.607,0.1745,0.1012,0.0341,0.025,0.1529,0.1845,0.0473,0.0672,0.2913,0.0258,0.0083,0.0063,0.0392,18.9176,3.1849,12.656,26.948,0.2333,0.423,0.0,1.0,0.4786,0.8675,0.0,2.051,0.2045,0.0902,0.0,0.3462,6.7514,2.9777,0.0,11.426,0.0992,0.0266,0.0407,0.152
iccad5,HSCAD516,FN,HS,NHS,occlusion,20,False,10035,10035,10240,30,6,0.0306,3,26,0.1957,0.3271,0.0487,7.642,1.0,2.093,0.2959,9.965,0.1789,0.1012,0.0341,0.025,0.1529,0.1845,0.0473,0.0672,0.2913,0.0258,0.0083,0.0063,0.0392,18.9176,3.1849,12.656,26.948,0.2333,0.423,0.0,1.0,0.4786,0.8675,0.0,2.051,0.2045,0.0902,0.0,0.3462,6.7514,2.9777,0.0,11.426,0.0992,0.0266,0.0407,0.152
iccad5,HSCAD516,FN,HS,NHS,gradcam,30,False,15053,15053,15360,30,6,0.0306,3,26,0.0653,0.1337,0.0183,20.583,0.1905,0.266,0.3964,8.902,0.0608,0.0934,0.0278,0.024,0.1536,0.1725,0.0445,0.0441,0.2836,0.0242,0.0069,0.0064,0.0382,19.0491,3.1306,13.171,26.46,0.1667,0.3727,0.0,1.0,0.2278,0.5095,0.0,1.367,0.3012,0.1016,0.0651,0.5148,6.6275,2.2349,1.432,11.328,0.0944,0.0223,0.0356,0.1411
iccad5,HSCAD516,FN,HS,NHS,gradcam_plus,30,False,15053,15053,15360,30,6,0.0306,3,26,0.3089,0.4161,0.0751,4.659,1.0,1.395,0.997,22.388,0.2175,0.0934,0.0278,0.024,0.1536,0.1725,0.0445,0.0441,0.2836,0.0242,0.0069,0.0064,0.0382,19.0491,3.1306,13.171,26.46,0.1667,0.3727,0.0,1.0,0.2278,0.5095,0.0,1.367,0.3012,0.1016,0.0651,0.5148,6.6275,2.2349,1.432,11.328,0.0944,0.0223,0.0356,0.1411
iccad5,HSCAD516,FN,HS,NHS,layercam,30,False,15053,15053,15360,30,6,0.0306,3,26,0.2173,0.3114,0.0541,8.002,1.0,1.395,0.932,20.926,0.1638,0.0934,0.0278,0.024,0.1536,0.1725,0.0445,0.0441,0.2836,0.0242,0.0069,0.0064,0.0382,19.0491,3.1306,13.171,26.46,0.1667,0.3727,0.0,1.0,0.2278,0.5095,0.0,1.367,0.3012,0.1016,0.0651,0.5148,6.6275,2.2349,1.432,11.328,0.0944,0.0223,0.0356,0.1411
iccad5,HSCAD516,FN,HS,NHS,occlusion,30,False,15053,15053,15360,30,6,0.0306,3,26,0.1926,0.3246,0.0487,7.851,1.0,1.395,0.4852,10.895,0.1777,0.0934,0.0278,0.024,0.1536,0.1725,0.0445,0.0441,0.2836,0.0242,0.0069,0.0064,0.0382,19.0491,3.1306,13.171,26.46,0.1667,0.3727,0.0,1.0,0.2278,0.5095,0.0,1.367,0.3012,0.1016,0.0651,0.5148,6.6275,2.2349,1.432,11.328,0.0944,0.0223,0.0356,0.1411
iccad5,HSCAD514,FN,HS,NHS,gradcam,10,False,5018,5018,5120,30,11,0.0417,0,54,0.327,0.1568,0.0779,5.366,0.0,0.0,0.067,9.366,0.3302,0.2959,0.055,0.1869,0.4047,0.1403,0.037,0.0699,0.2152,0.0697,0.0165,0.04,0.1066,5.8901,1.5951,2.401,8.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0524,0.0,0.188,13.0989,7.1901,0.0,25.781,0.2933,0.0658,0.1743,0.4264
iccad5,HSCAD514,FN,HS,NHS,gradcam_plus,10,False,5018,5018,5120,30,11,0.0417,0,54,0.2511,0.1447,0.0711,5.846,0.0,0.0,0.1809,25.309,0.2157,0.2959,0.055,0.1869,0.4047,0.1403,0.037,0.0699,0.2152,0.0697,0.0165,0.04,0.1066,5.8901,1.5951,2.401,8.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0524,0.0,0.188,13.0989,7.1901,0.0,25.781,0.2933,0.0658,0.1743,0.4264
iccad5,HSCAD514,FN,HS,NHS,layercam,10,False,5018,5018,5120,30,11,0.0417,0,54,0.3501,0.1483,0.0755,3.77,0.0,0.0,0.2194,30.69,0.3041,0.2959,0.055,0.1869,0.4047,0.1403,0.037,0.0699,0.2152,0.0697,0.0165,0.04,0.1066,5.8901,1.5951,2.401,8.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0524,0.0,0.188,13.0989,7.1901,0.0,25.781,0.2933,0.0658,0.1743,0.4264
iccad5,HSCAD514,FN,HS,NHS,occlusion,10,False,5018,5018,5120,30,11,0.0417,0,54,0.3667,0.2047,0.0797,3.556,0.0,0.0,0.1083,15.145,0.3877,0.2959,0.055,0.1869,0.4047,0.1403,0.037,0.0699,0.2152,0.0697,0.0165,0.04,0.1066,5.8901,1.5951,2.401,8.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0524,0.0,0.188,13.0989,7.1901,0.0,25.781,0.2933,0.0658,0.1743,0.4264
iccad5,HSCAD514,FN,HS,NHS,gradcam,20,False,10035,10035,10240,30,11,0.0417,0,54,0.356,0.1618,0.0844,4.879,0.0,0.0,0.1567,10.962,0.35,0.286,0.037,0.2033,0.3533,0.1365,0.0243,0.0875,0.1836,0.0679,0.0108,0.0475,0.0896,6.0656,1.1022,4.014,8.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.064,0.0741,0.3433,13.8671,4.3868,5.078,23.535,0.2837,0.0422,0.1964,0.3693
iccad5,HSCAD514,FN,HS,NHS,gradcam_plus,20,False,10035,10035,10240,30,11,0.0417,0,54,0.2458,0.1151,0.0549,6.274,0.0,0.0,0.3262,22.82,0.2312,0.286,0.037,0.2033,0.3533,0.1365,0.0243,0.0875,0.1836,0.0679,0.0108,0.0475,0.0896,6.0656,1.1022,4.014,8.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.064,0.0741,0.3433,13.8671,4.3868,5.078,23.535,0.2837,0.0422,0.1964,0.3693
iccad5,HSCAD514,FN,HS,NHS,layercam,20,False,10035,10035,10240,30,11,0.0417,0,54,0.3842,0.146,0.0802,3.818,0.0,0.0,0.4145,28.999,0.3197,0.286,0.037,0.2033,0.3533,0.1365,0.0243,0.0875,0.1836,0.0679,0.0108,0.0475,0.0896,6.0656,1.1022,4.014,8.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.064,0.0741,0.3433,13.8671,4.3868,5.078,23.535,0.2837,0.0422,0.1964,0.3693
iccad5,HSCAD514,FN,HS,NHS,occlusion,20,False,10035,10035,10240,30,11,0.0417,0,54,0.3742,0.1998,0.0886,3.758,0.0,0.0,0.2251,15.745,0.3848,0.286,0.037,0.2033,0.3533,0.1365,0.0243,0.0875,0.1836,0.0679,0.0108,0.0475,0.0896,6.0656,1.1022,4.014,8.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.064,0.0741,0.3433,13.8671,4.3868,5.078,23.535,0.2837,0.0422,0.1964,0.3693
iccad5,HSCAD514,FN,HS,NHS,gradcam,30,False,15053,15053,15360,30,11,0.0417,0,54,0.3336,0.1667,0.081,4.826,0.0,0.0,0.5071,23.65,0.3282,0.302,0.0329,0.2382,0.3608,0.1491,0.0189,0.1052,0.1807,0.0723,0.0089,0.0546,0.0901,5.5287,0.8088,4.024,7.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3144,0.0775,0.1937,0.4758,14.3685,3.5418,8.854,21.745,0.305,0.0353,0.2255,0.3636
iccad5,HSCAD514,FN,HS,NHS,gradcam_plus,30,False,15053,15053,15360,30,11,0.0417,0,54,0.266,0.1096,0.0565,6.048,0.0,0.0,0.5641,26.307,0.2431,0.302,0.0329,0.2382,0.3608,0.1491,0.0189,0.1052,0.1807,0.0723,0.0089,0.0546,0.0901,5.5287,0.8088,4.024,7.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3144,0.0775,0.1937,0.4758,14.3685,3.5418,8.854,21.745,0.305,0.0353,0.2255,0.3636
iccad5,HSCAD514,FN,HS,NHS,layercam,30,False,15053,15053,15360,30,11,0.0417,0,54,0.3856,0.1509,0.0826,3.921,0.0,0.0,0.6282,29.296,0.3215,0.302,0.0329,0.2382,0.3608,0.1491,0.0189,0.1052,0.1807,0.0723,0.0089,0.0546,0.0901,5.5287,0.8088,4.024,7.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3144,0.0775,0.1937,0.4758,14.3685,3.5418,8.854,21.745,0.305,0.0353,0.2255,0.3636
iccad5,HSCAD514,FN,HS,NHS,occlusion,30,False,15053,15053,15360,30,11,0.0417,0,54,0.3822,0.1939,0.0913,3.744,0.0,0.0,0.433,20.195,0.373,0.302,0.0329,0.2382,0.3608,0.1491,0.0189,0.1052,0.1807,0.0723,0.0089,0.0546,0.0901,5.5287,0.8088,4.024,7.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3144,0.0775,0.1937,0.4758,14.3685,3.5418,8.854,21.745,0.305,0.0353,0.2255,0.3636
